row_index,title,field,value
445,centrifugally-cast concrete driven pile,venue,unclear
445,centrifugally-cast concrete driven pile,abstract,unclear
445,centrifugally-cast concrete driven pile,open_access_pdf,unclear
451,Predicting load–displacement of driven PHC pipe piles using stacking ensemble with Pareto optimization,abstract,unclear
451,Predicting load–displacement of driven PHC pipe piles using stacking ensemble with Pareto optimization,open_access_pdf,unclear
452,Durable life assessment of centrifugal stratified PHC piles in marine environment,abstract,unclear
452,Durable life assessment of centrifugal stratified PHC piles in marine environment,open_access_pdf,unclear
454,Effect of Hinge-Type Connections on the Lateral Cyclic Behavior of a Prestressed High-Strength Concrete Pile,venue,unclear
454,Effect of Hinge-Type Connections on the Lateral Cyclic Behavior of a Prestressed High-Strength Concrete Pile,open_access_pdf,unclear
455,"Durability of prestressed high-strength concrete (PHC) piles in landfill leachate: Corrosion behavior, microstructural evolution, and structural integrity assessment",open_access_pdf,unclear
468,Chloride resistance of prestressed high-strength concrete pipe piles subjected to different curing conditions and chloride concentrations,abstract,unclear
469,Determination of cement hydration and pozzolanic reaction extents for fly-ash cement pastes,abstract,unclear
469,Determination of cement hydration and pozzolanic reaction extents for fly-ash cement pastes,open_access_pdf,unclear
470,Photocatalytic Cementitious Materials: Influence of the Microstructure of Cement Paste on Photocatalytic Pollution Degradation,open_access_pdf,unclear
471,Three-dimensional microstructure analysis of numerically simulated cementitious materials,abstract,unclear
471,Three-dimensional microstructure analysis of numerically simulated cementitious materials,open_access_pdf,unclear
472,Effect of porosity on thermal expansion coefficient of cement pastes and mortars,abstract,unclear
472,Effect of porosity on thermal expansion coefficient of cement pastes and mortars,open_access_pdf,unclear
473,Interactions between Organic and Inorganic Phases in PA- and PU/PA-Modified-Cement-Based Materials,open_access_pdf,unclear
475,A laboratory study of Portland cement hydration under low temperatures,open_access_pdf,unclear
476,Kinetic and thermodynamic modeling of Portland cement hydration at low temperatures,abstract,unclear
476,Kinetic and thermodynamic modeling of Portland cement hydration at low temperatures,open_access_pdf,unclear
477,Coupled effects of curing stress and curing temperature on mechanical and physical properties of cemented paste backfill,abstract,unclear
477,Coupled effects of curing stress and curing temperature on mechanical and physical properties of cemented paste backfill,open_access_pdf,unclear
479,"Assessment of material characteristics of ancient concretes, Grande Aula, Markets of Trajan, Rome",abstract,unclear
479,"Assessment of material characteristics of ancient concretes, Grande Aula, Markets of Trajan, Rome",open_access_pdf,unclear
480,Mechanical properties and piezoresistive performances of intrinsic graphene nanoplate/cement-based sensors subjected to impact load,abstract,unclear
480,Mechanical properties and piezoresistive performances of intrinsic graphene nanoplate/cement-based sensors subjected to impact load,open_access_pdf,unclear
481,Properties of sustainable self-compacting concrete incorporating discarded sandstone slurry,abstract,unclear
481,Properties of sustainable self-compacting concrete incorporating discarded sandstone slurry,open_access_pdf,unclear
483,Fundamental Properties of Mortar Containing Waste Concrete Powder,open_access_pdf,unclear
484,Characterization of the nanoparticles formed in aqueous phase of hydrating cement pastes in the presence of PCEs,abstract,unclear
484,Characterization of the nanoparticles formed in aqueous phase of hydrating cement pastes in the presence of PCEs,open_access_pdf,unclear
485,Concrete dams: thermal-stress and construction stage analysis,open_access_pdf,unclear
487,Performance of self-compacting mortars with granite sludge as aggregate,abstract,unclear
487,Performance of self-compacting mortars with granite sludge as aggregate,open_access_pdf,unclear
488,Effect of Quality and Quantity of Locally Produced Filler (Passing Sieve No. 200) on Asphaltic Mixtures in Dubai,venue,unclear
488,Effect of Quality and Quantity of Locally Produced Filler (Passing Sieve No. 200) on Asphaltic Mixtures in Dubai,open_access_pdf,unclear
491,Hydration Effects on Specific Gravity and Void Ratio of Cemented Paste Backfill,open_access_pdf,unclear
494,Calcium Leaching of Cement Asphalt Paste and Its Effects on Dynamic Mechanical Properties,open_access_pdf,unclear
495,Effect of aluminium phases on thaumasite formation in cement slurries containing limestone powder,open_access_pdf,unclear
496,Hydration Mechanism of Portland Cement Prepared from Stonecoal Vanadium Slag,open_access_pdf,unclear
497,The problem of temperature cracking in concrete gravity dams,open_access_pdf,unclear
498,Influence of alkali-silica reaction on the shear capacity of reinforced concrete beams with minimum transverse reinforcement,abstract,unclear
499,Thermal insulating coating mortars with mining and steel residues and the proposition of a “thermal insulating admixture”,abstract,unclear
499,Thermal insulating coating mortars with mining and steel residues and the proposition of a “thermal insulating admixture”,open_access_pdf,unclear
500,Slurry flow mechanism with time-varying viscosity in regional long-hole grouting for floor reinforcement,open_access_pdf,unclear
501,High resolution transmission soft X‐ray microscopy of deterioration products developed in large concrete dams,open_access_pdf,unclear
503,Durability of Portland Cement with and without Metal Oxide Weighting Material in a CO2/ H2S Environment,open_access_pdf,unclear
506,Effect of Partial Replacement of Cement with Volcanic Ash on Mechanical Behaviour of Mortar,open_access_pdf,unclear
508,3D printing using concrete extrusion: A roadmap for research,open_access_pdf,unclear
509,Investigating the physical and chemical contribution of ground low-quality fly ash particles to cementitious composites,open_access_pdf,unclear
511,Influence of Water Content on Hydration Products in Cement-Stabilized Pond Ash Using FTIR Spectroscopy,open_access_pdf,unclear
515,Temperature Dependency of the Rheological Properties and Strength of Cemented Paste Backfill That Contains Sodium Silicate,open_access_pdf,unclear
516,"Extrusion-based additive manufacturing with cement-based materials – Production steps, processes, and their underlying physics: A review",open_access_pdf,unclear
517,Influence of gravity on the micromechanical properties of portland cement and lunar regolith simulant composites,abstract,unclear
517,Influence of gravity on the micromechanical properties of portland cement and lunar regolith simulant composites,open_access_pdf,unclear
518,Cement Paste Cylinders Cured in Microgravity on the Iss: Impact of Air-Entraining Agent on Structural Performance,abstract,unclear
518,Cement Paste Cylinders Cured in Microgravity on the Iss: Impact of Air-Entraining Agent on Structural Performance,open_access_pdf,unclear
519,Influence of <scp>PCE</scp> kind and dosage on ettringite crystallization performed under terrestrial and microgravity conditions,open_access_pdf,unclear
520,MASON Study into Cement Paste Hardening in Microgravity,abstract,unclear
520,MASON Study into Cement Paste Hardening in Microgravity,open_access_pdf,unclear
521,Understanding the behaviour of graphene oxide in Portland cement paste,abstract,unclear
525,Subsurface Hydrogen and Natural Gas Storage (State of Knowledge and Research Recommendations Report),venue,unclear
526,Mimicking bone microenvironment: 2D and 3D in vitro models of human osteoblasts,abstract,unclear
526,Mimicking bone microenvironment: 2D and 3D in vitro models of human osteoblasts,open_access_pdf,unclear
528,First-principles investigations of arsenate doping into the ettringite lattice,abstract,unclear
530,Influence of Gravity on the Micromechanical Properties of Portland Cement and Lunar Regolith Simulant Composites,abstract,unclear
530,Influence of Gravity on the Micromechanical Properties of Portland Cement and Lunar Regolith Simulant Composites,open_access_pdf,unclear
535,"Regulations on the hydration, morphology, and sulfate-attack resistivity of C3A with micro/nano-silica particles",open_access_pdf,unclear
537,"Dissolution–precipitation kinetics during C<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" altimg=""si59.svg"" display=""inline"" id=""d1e832""><mml:msub><mml:mrow/><mml:mrow><mml:mn>3</mml:mn></mml:mrow></mml:msub></mml:math>S hydration: A holographic interferometry study",abstract,unclear
549,Properties and applications of natural zeolites,open_access_pdf,unclear
553,A hybrid deep boosting framework with adaptive label stabilization for SEM-based porosity estimation in fly-ash cement mortar,open_access_pdf,unclear
556,Chemical and mechanical origin of ettringite morphology and packing properties,open_access_pdf,unclear
558,Rheology of colloidal lunar resources for their utilization and waste minimization perspectives,open_access_pdf,unclear
560,Publications :,venue,unclear
561,"Building and Fire Research Laboratory publications, 1992",venue,unclear
562,Conceptual design and performance evaluation of two-stage ultra-low binder ultra-high performance concrete,abstract,unclear
575,"Effects of hypergravity environments on amphibian development, gene expression and apoptosis",abstract,unclear
575,"Effects of hypergravity environments on amphibian development, gene expression and apoptosis",open_access_pdf,unclear
576,Application of physical model test in underground engineering: A review of methods and technologies,abstract,unclear
576,Application of physical model test in underground engineering: A review of methods and technologies,open_access_pdf,unclear
577,Role of the plant cell wall in gravity resistance,abstract,unclear
580,Controlled release of drugs in electrosprayed nanoparticles for bone tissue engineering,abstract,unclear
586,Spiculous skeleton formation in the freshwater sponge <i>Ephydatia fluviatilis</i> under hypergravity conditions,open_access_pdf,unclear
